date,geoRegion,entries,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2021-01-09,ZG,0,127642,671,0,0.06,0.53,80.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-10,ZG,0,127642,671,0,0.08,0.53,104.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-11,ZG,108,127642,779,0.08,0.09,0.61,120.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-12,ZG,146,127642,925,0.11,0.11,0.72,138.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-13,ZG,222,127642,1147,0.17,0.13,0.9,173.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-14,ZG,213,127642,1360,0.17,0.16,1.07,209.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-15,ZG,280,127642,1640,0.22,0.19,1.28,249,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-16,ZG,248,127642,1888,0.19,0.26,1.48,328.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-17,ZG,249,127642,2137,0.2,0.33,1.67,416,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-18,ZG,385,127642,2522,0.3,0.39,1.98,502,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-19,ZG,702,127642,3224,0.55,0.44,2.53,560.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-20,ZG,835,127642,4059,0.65,0.47,3.18,603.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-21,ZG,815,127642,4874,0.64,0.51,3.82,646.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-22,ZG,688,127642,5562,0.54,0.49,4.36,627.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-23,ZG,552,127642,6114,0.43,0.44,4.79,561.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-24,ZG,550,127642,6664,0.43,0.37,5.22,475.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-25,ZG,251,127642,6915,0.2,0.28,5.42,358.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-26,ZG,240,127642,7155,0.19,0.2,5.61,260.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-27,ZG,231,127642,7386,0.18,0.14,5.79,181.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-28,ZG,0,127642,7386,0,0.08,5.79,103.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-29,ZG,0,127642,7386,0,0.06,5.79,76.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-30,ZG,0,127642,7386,0,0.04,5.79,51.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-01-31,ZG,0,127642,7386,0,0.03,5.79,38.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-01,ZG,65,127642,7451,0.05,0.06,5.84,76.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-02,ZG,64,127642,7515,0.05,0.08,5.89,99.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-03,ZG,141,127642,7656,0.11,0.09,6,115.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-04,ZG,265,127642,7921,0.21,0.11,6.21,133.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-05,ZG,162,127642,8083,0.13,0.1,6.33,131.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-06,ZG,113,127642,8196,0.09,0.12,6.42,154.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-07,ZG,122,127642,8318,0.1,0.12,6.52,147.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-08,ZG,54,127642,8372,0.04,0.1,6.56,122.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-09,ZG,222,127642,8594,0.17,0.11,6.73,140.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-10,ZG,96,127642,8690,0.08,0.13,6.81,164.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-11,ZG,90,127642,8780,0.07,0.14,6.88,181.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-12,ZG,289,127642,9069,0.23,0.16,7.11,206.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-13,ZG,278,127642,9347,0.22,0.2,7.32,248.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-14,ZG,239,127642,9586,0.19,0.27,7.51,339.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-15,ZG,234,127642,9820,0.18,0.35,7.69,442,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-16,ZG,514,127642,10334,0.4,0.4,8.1,515.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-17,ZG,733,127642,11067,0.57,0.43,8.67,556.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-18,ZG,807,127642,11874,0.63,0.47,9.3,604.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-19,ZG,805,127642,12679,0.63,0.48,9.93,612.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-20,ZG,566,127642,13245,0.44,0.46,10.38,584.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-21,ZG,571,127642,13816,0.45,0.41,10.82,527.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-22,ZG,290,127642,14106,0.23,0.36,11.05,462.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-23,ZG,320,127642,14426,0.25,0.3,11.3,379.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-24,ZG,335,127642,14761,0.26,0.26,11.56,329.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-25,ZG,351,127642,15112,0.27,0.21,11.84,265.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-26,ZG,225,127642,15337,0.18,0.19,12.02,239.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-27,ZG,215,127642,15552,0.17,0.17,12.18,215.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-02-28,ZG,120,127642,15672,0.09,0.16,12.28,205.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-01,ZG,108,127642,15780,0.08,0.18,12.36,225.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-02,ZG,153,127642,15933,0.12,0.19,12.48,238.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-03,ZG,265,127642,16198,0.21,0.19,12.69,242.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-04,ZG,490,127642,16688,0.38,0.2,13.07,259.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-05,ZG,319,127642,17007,0.25,0.2,13.32,248.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-06,ZG,240,127642,17247,0.19,0.2,13.51,250,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-07,ZG,242,127642,17489,0.19,0.18,13.7,227,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-08,ZG,32,127642,17521,0.03,0.14,13.73,177.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-09,ZG,162,127642,17683,0.13,0.13,13.85,162,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-10,ZG,104,127642,17787,0.08,0.1,13.94,133.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-11,ZG,146,127642,17933,0.11,0.08,14.05,98.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-12,ZG,208,127642,18141,0.16,0.11,14.21,143,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-13,ZG,40,127642,18181,0.03,0.13,14.24,165.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-14,ZG,0,127642,18181,0,0.15,14.24,191.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-15,ZG,341,127642,18522,0.27,0.17,14.51,212.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-16,ZG,321,127642,18843,0.25,0.18,14.76,229.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-17,ZG,286,127642,19129,0.22,0.2,14.99,256.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-18,ZG,289,127642,19418,0.23,0.23,15.21,287.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-19,ZG,328,127642,19746,0.26,0.22,15.47,280.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-20,ZG,229,127642,19975,0.18,0.23,15.65,294.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-21,ZG,221,127642,20196,0.17,0.24,15.82,305.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-22,ZG,292,127642,20488,0.23,0.26,16.05,329.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-23,ZG,418,127642,20906,0.33,0.27,16.38,349.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-24,ZG,359,127642,21265,0.28,0.29,16.66,368.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-25,ZG,459,127642,21724,0.36,0.3,17.02,386.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-26,ZG,471,127642,22195,0.37,0.33,17.39,418.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-27,ZG,357,127642,22552,0.28,0.34,17.67,439.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-28,ZG,349,127642,22901,0.27,0.37,17.94,475,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-29,ZG,516,127642,23417,0.4,0.38,18.35,492,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-30,ZG,564,127642,23981,0.44,0.39,18.79,499.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-03-31,ZG,609,127642,24590,0.48,0.39,19.26,500,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-01,ZG,578,127642,25168,0.45,0.4,19.72,518.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-02,ZG,522,127642,25690,0.41,0.39,20.13,498.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-03,ZG,362,127642,26052,0.28,0.38,20.41,489.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-04,ZG,477,127642,26529,0.37,0.37,20.78,471,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-05,ZG,377,127642,26906,0.3,0.36,21.08,466.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-06,ZG,504,127642,27410,0.39,0.36,21.47,455.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-07,ZG,477,127642,27887,0.37,0.36,21.85,459.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-08,ZG,545,127642,28432,0.43,0.35,22.27,443.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-09,ZG,444,127642,28876,0.35,0.38,22.62,492,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-10,ZG,395,127642,29271,0.31,0.41,22.93,529.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-11,ZG,362,127642,29633,0.28,0.44,23.22,556.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-12,ZG,717,127642,30350,0.56,0.45,23.78,569,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-13,ZG,765,127642,31115,0.6,0.47,24.38,601.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-14,ZG,667,127642,31782,0.52,0.48,24.9,610.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-15,ZG,633,127642,32415,0.5,0.49,25.4,624.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-16,ZG,670,127642,33085,0.52,0.47,25.92,603.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-17,ZG,461,127642,33546,0.36,0.47,26.28,604,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-18,ZG,457,127642,34003,0.36,0.5,26.64,636.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-19,ZG,573,127642,34576,0.45,0.53,27.09,683,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-20,ZG,767,127642,35343,0.6,0.54,27.69,693.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-21,ZG,894,127642,36237,0.7,0.56,28.39,718.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-22,ZG,959,127642,37196,0.75,0.57,29.14,723.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-23,ZG,744,127642,37940,0.58,0.56,29.72,712.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-24,ZG,635,127642,38575,0.5,0.56,30.22,708.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-25,ZG,495,127642,39070,0.39,0.53,30.61,676.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-26,ZG,495,127642,39565,0.39,0.54,31,685.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-27,ZG,739,127642,40304,0.58,0.53,31.58,679,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-28,ZG,670,127642,40974,0.52,0.53,32.1,679.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-29,ZG,1023,127642,41997,0.8,0.55,32.9,702.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-04-30,ZG,696,127642,42693,0.55,0.59,33.45,756.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-01,ZG,637,127642,43330,0.5,0.61,33.95,778.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-02,ZG,660,127642,43990,0.52,0.63,34.46,808.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-03,ZG,872,127642,44862,0.68,0.61,35.15,776.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-04,ZG,894,127642,45756,0.7,0.63,35.85,807.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-05,ZG,879,127642,46635,0.69,0.66,36.54,837.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-06,ZG,798,127642,47433,0.63,0.67,37.16,855.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-07,ZG,912,127642,48345,0.71,0.69,37.88,874.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-08,ZG,850,127642,49195,0.67,0.7,38.54,895.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-09,ZG,786,127642,49981,0.62,0.72,39.16,922.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-10,ZG,1004,127642,50985,0.79,0.73,39.94,935.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-11,ZG,1038,127642,52023,0.81,0.74,40.76,941.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-12,ZG,1067,127642,53090,0.84,0.75,41.59,949.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-13,ZG,894,127642,53984,0.7,0.76,42.29,964.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-14,ZG,954,127642,54938,0.75,0.75,43.04,957.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-15,ZG,906,127642,55844,0.71,0.75,43.75,954.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-16,ZG,888,127642,56732,0.7,0.78,44.45,991,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-17,ZG,954,127642,57686,0.75,0.84,45.19,1070.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-18,ZG,1017,127642,58703,0.8,0.88,45.99,1120.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-19,ZG,1324,127642,60027,1.04,0.89,47.03,1129.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-20,ZG,1453,127642,61480,1.14,0.88,48.17,1127.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-21,ZG,1301,127642,62781,1.02,0.86,49.19,1102.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-22,ZG,968,127642,63749,0.76,0.84,49.94,1071.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-23,ZG,874,127642,64623,0.68,0.83,50.63,1053,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-24,ZG,780,127642,65403,0.61,0.8,51.24,1018.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-25,ZG,798,127642,66201,0.63,0.81,51.86,1036.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-26,ZG,1197,127642,67398,0.94,0.83,52.8,1053.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-27,ZG,1212,127642,68610,0.95,0.84,53.75,1073.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-28,ZG,1426,127642,70036,1.12,0.91,54.87,1163.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-29,ZG,1089,127642,71125,0.85,1.01,55.72,1284.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-30,ZG,1014,127642,72139,0.79,1.04,56.52,1332,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-05-31,ZG,1410,127642,73549,1.1,1.04,57.62,1328,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-01,ZG,1644,127642,75193,1.29,1.05,58.91,1339,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-02,ZG,1529,127642,76722,1.2,1.08,60.11,1376.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-03,ZG,1184,127642,77906,0.93,1.1,61.03,1409.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-04,ZG,1503,127642,79409,1.18,1.1,62.21,1406.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-05,ZG,1353,127642,80762,1.06,1.07,63.27,1370.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-06,ZG,1242,127642,82004,0.97,1.07,64.25,1359.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-07,ZG,1391,127642,83395,1.09,1.1,65.34,1401.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-08,ZG,1390,127642,84785,1.09,1.09,66.42,1396.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-09,ZG,1456,127642,86241,1.14,1.07,67.56,1367.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-10,ZG,1473,127642,87714,1.15,1.06,68.72,1351.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-11,ZG,1471,127642,89185,1.15,1.04,69.87,1334.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-12,ZG,1148,127642,90333,0.9,1.02,70.77,1303.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-13,ZG,1133,127642,91466,0.89,1,71.66,1274.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-14,ZG,1268,127642,92734,0.99,0.99,72.65,1262.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-15,ZG,1175,127642,93909,0.92,0.96,73.57,1232.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-16,ZG,1254,127642,95163,0.98,0.95,74.55,1215.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-17,ZG,1391,127642,96554,1.09,0.94,75.64,1199.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-18,ZG,1257,127642,97811,0.98,0.92,76.63,1179.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-19,ZG,1032,127642,98843,0.81,0.94,77.44,1195.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-20,ZG,1017,127642,99860,0.8,0.93,78.23,1186,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-21,ZG,1132,127642,100992,0.89,0.93,79.12,1187.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-22,ZG,1286,127642,102278,1.01,0.94,80.13,1202.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-23,ZG,1187,127642,103465,0.93,0.97,81.06,1238.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-24,ZG,1404,127642,104869,1.1,1,82.16,1274.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-25,ZG,1360,127642,106229,1.07,1.04,83.22,1324,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-26,ZG,1284,127642,107513,1.01,1.04,84.23,1329.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-27,ZG,1267,127642,108780,0.99,1.05,85.22,1340.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-28,ZG,1480,127642,110260,1.16,1.03,86.38,1318.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-29,ZG,1327,127642,111587,1.04,1.02,87.42,1298.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-06-30,ZG,1264,127642,112851,0.99,0.99,88.41,1265.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-01,ZG,1247,127642,114098,0.98,0.95,89.39,1215.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-02,ZG,1220,127642,115318,0.96,0.91,90.34,1154.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-03,ZG,1056,127642,116374,0.83,0.87,91.17,1106.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-04,ZG,913,127642,117287,0.72,0.84,91.89,1064.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-05,ZG,1055,127642,118342,0.83,0.81,92.71,1036.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-06,ZG,988,127642,119330,0.77,0.8,93.49,1024.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-07,ZG,973,127642,120303,0.76,0.75,94.25,959.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-08,ZG,1049,127642,121352,0.82,0.71,95.07,903.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-09,ZG,1140,127642,122492,0.89,0.69,95.97,881.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-10,ZG,601,127642,123093,0.47,0.67,96.44,855.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-11,ZG,520,127642,123613,0.41,0.64,96.84,819.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-12,ZG,901,127642,124514,0.71,0.61,97.55,774.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-13,ZG,805,127642,125319,0.63,0.58,98.18,739.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-14,ZG,721,127642,126040,0.56,0.52,98.74,656.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-15,ZG,736,127642,126776,0.58,0.46,99.32,582.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-16,ZG,890,127642,127666,0.7,0.46,100.02,584.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-17,ZG,22,127642,127688,0.02,0.46,100.04,591.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-18,ZG,0,127642,127688,0,0.47,100.04,599.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-19,ZG,915,127642,128603,0.72,0.48,100.75,612.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-20,ZG,859,127642,129462,0.67,0.46,101.43,590.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-21,ZG,773,127642,130235,0.61,0.46,102.03,589.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-22,ZG,830,127642,131065,0.65,0.46,102.68,589.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-23,ZG,736,127642,131801,0.58,0.46,103.26,590.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-24,ZG,11,127642,131812,0.01,0.47,103.27,591.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-25,ZG,0,127642,131812,0,0.46,103.27,589.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-26,ZG,926,127642,132738,0.73,0.46,103.99,584.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-27,ZG,865,127642,133603,0.68,0.46,104.67,583.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-28,ZG,760,127642,134363,0.6,0.46,105.27,583.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-29,ZG,796,127642,135159,0.62,0.46,105.89,583.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-30,ZG,727,127642,135886,0.57,0.42,106.46,541.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-07-31,ZG,11,127642,135897,0.01,0.38,106.47,481.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-08-01,ZG,0,127642,135897,0,0.34,106.47,440.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-08-02,ZG,629,127642,136526,0.49,0.31,106.96,393.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
2021-08-03,ZG,450,127642,136976,0.35,0.28,107.31,354.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
