date,vaccine,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,mean7d,inzmean7d,prct,prctSumTotal,prct_mean7d,geoRegion,type,type_variant,data_completeness,version
2021-06-11,moderna,fully_vaccinated,0,5,1316513,0,NA,0.14,0.01,0,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-06-12,moderna,fully_vaccinated,0,5,1337282,0,NA,0.14,0.01,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-06-13,moderna,fully_vaccinated,0,5,1347441,0,NA,0.14,0.01,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-06-14,moderna,fully_vaccinated,0,5,1381619,0,NA,0,0,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-06-15,moderna,fully_vaccinated,0,5,1423038,0,NA,0,0,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-06-16,moderna,fully_vaccinated,0,5,1468002,0,NA,0,0,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-06-17,moderna,fully_vaccinated,0,5,1515509,0,NA,0,0,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-06-18,moderna,fully_vaccinated,0,5,1561401,0,NA,0,0,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-06-19,moderna,fully_vaccinated,0,5,1583437,0,NA,0,0,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-06-20,moderna,fully_vaccinated,0,5,1592311,0,NA,0,0,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-06-21,moderna,fully_vaccinated,0,5,1628914,0,NA,0,0,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-06-22,moderna,fully_vaccinated,0,5,1673600,0,NA,0.14,0.01,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-06-23,moderna,fully_vaccinated,0,5,1719545,0,NA,0.14,0.01,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-06-24,moderna,fully_vaccinated,0,5,1767069,0,NA,0.14,0.01,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-06-25,moderna,fully_vaccinated,1,6,1811482,0.06,NA,0.14,0.01,100,5.71,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-06-26,moderna,fully_vaccinated,0,6,1834450,0,NA,0.14,0.01,NA,5.71,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-06-27,moderna,fully_vaccinated,0,6,1844309,0,NA,0.14,0.01,NA,5.71,NA,CHFL,COVID19Death,vaccine,limited,2021-10-11_08-00-56
2021-06-28,moderna,fully_vaccinated,0,6,1887239,0,NA,0.14,0.01,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-10-11_08-00-56
2021-06-29,moderna,fully_vaccinated,0,6,1935027,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-10-11_08-00-56
2021-06-30,moderna,fully_vaccinated,0,6,1989384,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-10-11_08-00-56
2021-07-01,moderna,fully_vaccinated,0,6,2037745,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-10-11_08-00-56
2021-07-02,moderna,fully_vaccinated,0,6,2088561,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-10-11_08-00-56
2021-07-03,moderna,fully_vaccinated,0,6,2122524,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-10-11_08-00-56
2021-07-04,moderna,fully_vaccinated,0,6,2132756,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-10-11_08-00-56
2021-07-05,moderna,fully_vaccinated,0,6,2181865,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-10-11_08-00-56
2021-07-06,moderna,fully_vaccinated,0,6,2230760,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-10-11_08-00-56
2021-07-07,moderna,fully_vaccinated,0,6,2279388,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-10-11_08-00-56
2021-07-08,moderna,fully_vaccinated,0,6,2330614,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-10-11_08-00-56
2021-07-09,moderna,fully_vaccinated,0,6,2378568,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-10-11_08-00-56
2021-07-10,moderna,fully_vaccinated,0,6,2407732,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-10-11_08-00-56
2021-07-11,moderna,fully_vaccinated,0,6,2416307,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-10-11_08-00-56
