date,sex,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,geoRegion,type,type_variant,vaccine,data_completeness,version
202114,male,fully_vaccinated,0,5,303679,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202114,male,partially_vaccinated,2,33,199047,1,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202114,male,not_vaccinated,23,232,3785352,0.61,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202114,male,unknown,18,278,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202114,unknown,fully_vaccinated,0,0,83,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202114,unknown,partially_vaccinated,0,0,114,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202114,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202114,unknown,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202115,female,fully_vaccinated,2,10,444501,0.45,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202115,female,partially_vaccinated,1,33,302861,0.33,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202115,female,not_vaccinated,6,179,3609340,0.17,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202115,female,unknown,10,261,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202115,male,fully_vaccinated,1,6,342395,0.29,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202115,male,partially_vaccinated,2,35,259373,0.77,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202115,male,not_vaccinated,15,247,3686310,0.41,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202115,male,unknown,9,287,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202115,unknown,fully_vaccinated,0,0,130,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202115,unknown,partially_vaccinated,0,0,111,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202115,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202115,unknown,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202116,female,fully_vaccinated,2,12,504131,0.4,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202116,female,partially_vaccinated,0,33,381629,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202116,female,not_vaccinated,12,191,3470942,0.35,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202116,female,unknown,6,267,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202116,male,fully_vaccinated,3,9,393367,0.76,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202116,male,partially_vaccinated,0,35,331365,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202116,male,not_vaccinated,18,265,3563346,0.51,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202116,male,unknown,13,300,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202116,unknown,fully_vaccinated,0,0,144,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202116,unknown,partially_vaccinated,0,0,157,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202116,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202116,unknown,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202117,female,fully_vaccinated,1,13,563126,0.18,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202117,female,partially_vaccinated,0,33,473593,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202117,female,not_vaccinated,15,206,3319983,0.45,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202117,female,unknown,11,278,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202117,male,fully_vaccinated,3,12,442652,0.68,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202117,male,partially_vaccinated,3,38,418116,0.72,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202117,male,not_vaccinated,23,288,3427310,0.67,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202117,male,unknown,13,313,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202117,unknown,fully_vaccinated,0,0,158,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202117,unknown,partially_vaccinated,0,0,208,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202117,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202117,unknown,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202118,female,fully_vaccinated,1,14,636652,0.16,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202118,female,partially_vaccinated,0,33,570654,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202118,female,not_vaccinated,8,214,3149396,0.25,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202118,female,unknown,11,289,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202118,male,fully_vaccinated,2,14,506088,0.4,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202118,male,partially_vaccinated,0,38,508928,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
202118,male,not_vaccinated,13,301,3273062,0.4,NA,CHFL,COVID19Death,vaccine,all,limited,2021-10-11_08-00-56
