nachweismethode,geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,anteil_pos,anteil_pos_diff,anteil_pos_all,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_28d,timeframe_14d
all,JU,202041,697,156,541,8275,22.4,16.099999999999998,3.7,1,100,73584,947.22,11245.65,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-41,255,346.55,57.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,LU,202041,3211,253,2958,40873,7.9,5,2.1,1,100,413120,777.26,9893.74,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-41,1056,255.62,49,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,NE,202041,1797,299,1498,21527,16.6,10.200000000000001,3.6,1,100,176496,1018.15,12196.88,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-41,523,296.32,41.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,NW,202041,350,44,306,3726,12.6,3.9000000000000004,2.2,1,100,43087,812.31,8647.62,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-41,155,359.74,79.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,OW,202041,249,43,206,3259,17.3,13.700000000000001,2.8,1,100,37930,656.47,8592.14,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-41,81,213.55,48.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,SG,202041,4025,442,3583,54370,11,6,2.7,1,100,510734,788.08,10645.46,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-41,873,170.93,27.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,SH,202041,678,35,643,8632,5.2,1.3000000000000003,2.3,1,100,82348,823.34,10482.34,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-41,162,196.73,31.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,SO,202041,1871,125,1746,29199,6.7,2.9000000000000004,2.3,1,100,275247,679.75,10608.29,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-41,338,122.8,22,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,SZ,202041,2070,352,1718,18233,17,9.5,4,1,100,160480,1289.88,11361.54,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-41,952,593.22,85.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,TG,202041,2086,152,1934,28205,7.3,4.4,2,1,100,279547,746.21,10089.54,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-41,65,23.25,3.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,TI,202041,3514,238,3276,36327,6.8,4.699999999999999,1.9,1,100,351491,999.74,10335.12,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-41,1002,285.07,39.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,UR,202041,222,25,197,2665,11.3,3.500000000000001,3.5,1,100,36703,604.86,7260.99,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-41,30,81.74,15.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,VD,202041,12006,1343,10663,151077,11.2,3.3999999999999995,5,1,100,805098,1491.25,18765.04,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-41,3363,417.72,38.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,VS,202041,3534,585,2949,37092,16.6,10.600000000000001,4.1,1,100,345525,1022.79,10734.97,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-41,1189,344.11,50.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,ZG,202041,1579,184,1395,15984,11.7,7.1,3.1,1,100,127642,1237.05,12522.52,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-41,434,340.01,37.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,ZH,202041,18262,1527,16735,242721,8.4,3.1000000000000005,3,1,100,1539275,1186.4,15768.53,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-41,2774,180.21,17.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,AG,202042,7203,840,6363,82740,11.7,4.699999999999999,3.4,1,100,685845,1050.24,12063.95,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-42,2247,327.63,45.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,AI,202042,220,74,146,1547,33.6,13.600000000000001,8,1,100,16128,1364.09,9592.01,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-42,60,372.03,37.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,AR,202042,587,105,482,6065,17.9,7.499999999999998,4.1,1,100,55445,1058.71,10938.77,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-42,175,315.63,42.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,BE,202042,13667,1798,11869,127479,13.2,5.1,3.6,1,100,1039474,1314.8,12263.8,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-42,4512,434.07,49.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,BL,202042,3354,318,3036,37375,9.5,3.9000000000000004,2.1,1,100,289468,1158.68,12911.62,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-42,1415,488.83,73,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,BS,202042,2892,205,2687,32084,7.1,1.2999999999999998,2.4,1,100,195844,1476.69,16382.43,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-42,906,462.62,45.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,FL,202042,588,77,511,9274,13.1,9.399999999999999,1.6,1,100,38747,1517.54,23934.76,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-42,-13,-33.55,-2.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,FR,202042,5121,1143,3978,43904,22.3,7.9,7,1,100,321783,1591.45,13643.98,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-42,1919,596.37,59.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,GE,202042,13192,2226,10966,115012,16.9,5.099999999999998,6.7,1,100,504128,2616.8,22814.05,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-42,3790,751.8,40.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,GL,202042,394,71,323,3890,18,8.8,4,1,100,40590,970.68,9583.64,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-42,177,436.07,81.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,GR,202042,2157,235,1922,23222,10.9,2.0999999999999996,3.2,1,100,199021,1083.81,11668.12,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-42,385,193.45,21.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,JU,202042,1356,374,982,9631,27.6,5.200000000000003,7.1,1,100,73584,1842.79,13088.44,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-42,659,895.57,94.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,LU,202042,4767,648,4119,45640,13.6,5.699999999999999,3.3,1,100,413120,1153.9,11047.64,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-42,1556,376.64,48.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,NE,202042,2211,558,1653,23738,25.2,8.599999999999998,5.6,1,100,176496,1252.72,13449.6,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-42,414,234.57,23,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,NW,202042,545,58,487,4271,10.6,-2,3.3,1,100,43087,1264.88,9912.5,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-42,195,452.57,55.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,OW,202042,389,78,311,3648,20.1,2.8000000000000007,4.7,1,100,37930,1025.57,9617.72,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-42,140,369.1,56.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,SG,202042,6165,1034,5131,60535,16.8,5.800000000000001,4.2,1,100,510734,1207.09,11852.55,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-42,2140,419.01,53.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,SH,202042,837,70,767,9469,8.4,3.2,2.8,1,100,82348,1016.42,11498.76,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-42,159,193.08,23.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,SO,202042,2592,277,2315,31791,10.7,3.999999999999999,2.9,1,100,275247,941.7,11549.99,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-42,721,261.95,38.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,SZ,202042,3119,661,2458,21352,21.2,4.199999999999999,6.5,1,100,160480,1943.54,13305.08,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-42,1049,653.66,50.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,TG,202042,2806,349,2457,31011,12.4,5.1000000000000005,2.9,1,100,279547,1003.77,11093.3,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-42,720,257.56,34.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,TI,202042,5416,632,4784,41743,11.7,4.8999999999999995,3.2,1,100,351491,1540.86,11875.98,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-42,1902,541.12,54.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,UR,202042,324,54,270,2989,16.7,5.399999999999999,4.9,1,100,36703,882.76,8143.75,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-42,102,277.9,45.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,VD,202042,13792,2524,11268,164869,18.3,7.100000000000001,6.1,1,100,805098,1713.08,20478.13,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-42,1786,221.83,14.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,VS,202042,6719,1880,4839,43811,28,11.399999999999999,7.8,1,100,345525,1944.58,12679.55,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-42,3185,921.79,90.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,ZG,202042,2080,285,1795,18064,13.7,2,4.3,1,100,127642,1629.56,14152.08,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-42,501,392.51,31.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,ZH,202042,24590,2930,21660,267311,11.9,3.5,3.8,1,100,1539275,1597.51,17366.03,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-42,6328,411.11,34.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,AG,202043,10615,1722,8893,93355,16.2,4.5,4.9,1,100,685845,1547.73,13611.68,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-43,3412,497.49,47.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,AI,202043,263,90,173,1810,34.2,0.6000000000000014,11.8,1,100,16128,1630.7,11222.72,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-43,43,266.61,19.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,AR,202043,935,220,715,7000,23.5,5.600000000000001,6.7,1,100,55445,1686.36,12625.12,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-43,348,627.65,59.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,BE,202043,19129,3715,15414,146608,19.4,6.199999999999999,5.7,1,100,1039474,1840.26,14104.06,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-43,5462,525.46,40,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,BL,202043,5163,627,4536,42538,12.1,2.5999999999999996,3.3,1,100,289468,1783.62,14695.23,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-43,1809,624.94,53.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,BS,202043,4281,456,3825,36365,10.7,3.5999999999999996,3.3,1,100,195844,2185.92,18568.35,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-43,1389,709.23,48,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,FL,202043,1310,209,1101,10584,16,2.9000000000000004,3.4,1,100,38747,3380.91,27315.66,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-43,722,1863.37,122.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,FR,202043,7221,2629,4592,51125,36.4,14.099999999999998,11.1,1,100,321783,2244.06,15888.04,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-43,2100,652.61,41,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,GE,202043,15825,4867,10958,130837,30.8,13.900000000000002,9.6,1,100,504128,3139.08,25953.13,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-43,2633,522.28,20,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,GL,202043,522,92,430,4412,17.6,-0.3999999999999986,5.6,1,100,40590,1286.03,10869.67,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-43,128,315.35,32.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,GR,202043,2893,609,2284,26115,21.1,10.200000000000001,5.2,1,100,199021,1453.62,13121.73,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-43,736,369.81,34.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,JU,202043,2081,646,1435,11712,31,3.3999999999999986,11.3,1,100,73584,2828.06,15916.5,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-43,725,985.27,53.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,LU,202043,6672,1241,5431,52312,18.6,5.000000000000002,5.2,1,100,413120,1615.03,12662.66,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-43,1905,461.13,40,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,NE,202043,3197,1149,2048,26935,35.9,10.7,9.2,1,100,176496,1811.37,15260.97,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-43,986,558.65,44.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,NW,202043,589,94,495,4860,16,5.4,4.8,1,100,43087,1367,11279.5,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-43,44,102.12,8.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,OW,202043,419,81,338,4067,19.3,-0.8000000000000007,6.2,1,100,37930,1104.67,10722.38,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-43,30,79.1,7.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,SG,202043,8925,2076,6849,69460,23.3,6.5,6.6,1,100,510734,1747.48,13600.03,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-43,2760,540.39,44.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,SH,202043,1275,222,1053,10744,17.4,8.999999999999998,4.5,1,100,82348,1548.31,13047.07,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-43,438,531.89,52.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,SO,202043,4153,620,3533,35944,14.9,4.200000000000001,4.3,1,100,275247,1508.83,13058.82,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-43,1561,567.13,60.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,SZ,202043,3805,965,2840,25157,25.4,4.199999999999999,9.4,1,100,160480,2371.01,15676.1,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-43,686,427.47,22,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,TG,202043,4606,825,3781,35617,17.9,5.499999999999998,4.9,1,100,279547,1647.67,12740.97,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-43,1800,643.9,64.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,TI,202043,7965,1543,6422,49708,19.4,7.699999999999999,5.8,1,100,351491,2266.06,14142.04,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-43,2549,725.2,47.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,UR,202043,422,101,321,3411,23.9,7.199999999999999,7.2,1,100,36703,1149.77,9293.52,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-43,98,267.01,30.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,VD,202043,18645,5331,13314,183514,28.6,10.3,8.4,1,100,805098,2315.87,22794,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-43,4853,602.79,35.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,VS,202043,10633,4081,6552,54444,38.4,10.399999999999999,13.7,1,100,345525,3077.35,15756.89,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-43,3914,1132.77,58.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,ZG,202043,2788,458,2330,20852,16.4,2.6999999999999993,5.9,1,100,127642,2184.23,16336.32,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-43,708,554.67,34,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,ZH,202043,34144,5528,28616,301455,16.2,4.299999999999999,5.2,1,100,1539275,2218.19,19584.22,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-43,9554,620.68,38.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,AG,202044,13752,2698,11054,107107,19.6,3.400000000000002,6.8,1,100,685845,2005.12,15616.79,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-44,3137,457.39,29.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,AI,202044,328,117,211,2138,35.7,1.5,15.5,1,100,16128,2033.73,13256.45,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-44,65,403.03,24.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,AR,202044,1208,278,930,8208,23,-0.5,9.1,1,100,55445,2178.74,14803.86,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-44,273,492.38,29.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,BE,202044,23261,5140,18121,169869,22.1,2.700000000000003,7.9,1,100,1039474,2237.77,16341.82,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-44,4132,397.51,21.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,BL,202044,5772,873,4899,48310,15.1,3,4.7,1,100,289468,1994,16689.24,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-44,609,210.38,11.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,BS,202044,5003,633,4370,41368,12.7,2,4.5,1,100,195844,2554.58,21122.93,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-44,722,368.66,16.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,FL,202044,984,192,792,11568,19.5,3.5,4.7,1,100,38747,2539.55,29855.21,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-44,-326,-841.36,-24.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,FR,202044,9316,4269,5047,60441,45.8,9.399999999999999,16.5,1,100,321783,2895.12,18783.16,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-44,2095,651.06,29,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,GE,202044,22767,7916,14851,153604,34.8,3.9999999999999964,13.3,1,100,504128,4516.11,30469.25,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-44,6942,1377.03,43.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,GL,202044,687,165,522,5099,24,6.399999999999999,8.1,1,100,40590,1692.54,12562.21,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-44,165,406.51,31.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,GR,202044,3570,742,2828,29685,20.8,-0.3000000000000007,7,1,100,199021,1793.78,14915.51,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-44,677,340.16,23.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,JU,202044,2946,846,2100,14658,28.7,-2.3000000000000007,14.8,1,100,73584,4003.59,19920.09,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-44,865,1175.53,41.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,LU,202044,8051,1913,6138,60363,23.8,5.199999999999999,7.7,1,100,413120,1948.83,14611.49,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-44,1379,333.8,20.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,NE,202044,4356,1774,2582,31291,40.7,4.800000000000004,13.6,1,100,176496,2468.04,17729.01,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-44,1159,656.67,36.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,NW,202044,618,141,477,5478,22.8,6.800000000000001,6.9,1,100,43087,1434.31,12713.81,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-44,29,67.31,4.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,OW,202044,538,127,411,4605,23.6,4.300000000000001,8.2,1,100,37930,1418.4,12140.79,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-44,119,313.73,28.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,SG,202044,11122,2961,8161,80582,26.6,3.3000000000000007,9.4,1,100,510734,2177.65,15777.68,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-44,2197,430.17,24.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,SH,202044,1833,260,1573,12577,14.2,-3.1999999999999993,5.9,1,100,82348,2225.92,15272.99,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-44,558,677.61,43.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,SO,202044,5441,969,4472,41385,17.8,2.9000000000000004,6.1,1,100,275247,1976.77,15035.59,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-44,1288,467.94,31,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,SZ,202044,3472,878,2594,28629,25.3,-0.09999999999999787,11.3,1,100,160480,2163.51,17839.61,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-44,-333,-207.5,-8.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,TG,202044,5522,1133,4389,41139,20.5,2.6000000000000014,7,1,100,279547,1975.34,14716.31,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-44,916,327.67,19.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,TI,202044,8653,2327,6326,58361,26.9,7.5,8.9,1,100,351491,2461.8,16603.84,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-44,688,195.74,8.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,UR,202044,515,149,366,3926,28.9,5,10.1,1,100,36703,1403.16,10696.67,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-44,93,253.39,22,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,VD,202044,24869,8236,16633,208383,33.1,4.5,11.4,1,100,805098,3088.94,25882.94,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-44,6224,773.07,33.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,VS,202044,11609,5189,6420,66053,44.7,6.300000000000004,19.2,1,100,345525,3359.81,19116.71,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-44,976,282.46,9.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,ZG,202044,2716,460,2256,23568,16.9,0.5,7.2,1,100,127642,2127.83,18464.14,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-44,-72,-56.4,-2.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,ZH,202044,39357,7333,32024,340812,18.6,2.400000000000002,6.7,1,100,1539275,2556.85,22141.07,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-44,5213,338.66,15.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,AG,202045,13333,2635,10698,120440,19.8,0.1999999999999993,8.2,1,100,685845,1944.03,17560.82,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-45,-419,-61.09,-3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,AI,202045,242,74,168,2380,30.6,-5.100000000000001,17,1,100,16128,1500.5,14756.94,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-45,-86,-533.23,-26.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,AR,202045,919,217,702,9127,23.6,0.6000000000000014,10.6,1,100,55445,1657.5,16461.36,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-45,-289,-521.24,-23.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,BE,202045,20344,4638,15706,190213,22.8,0.6999999999999993,9.5,1,100,1039474,1957.14,18298.97,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-45,-2917,-280.63,-12.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,BL,202045,5249,803,4446,53559,15.3,0.20000000000000107,5.8,1,100,289468,1813.33,18502.56,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-45,-523,-180.67,-9.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,BS,202045,4310,611,3699,45678,14.2,1.5,5.4,1,100,195844,2200.73,23323.67,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-45,-693,-353.85,-13.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,FL,202045,1170,223,947,12738,19.1,-0.3999999999999986,6,1,100,38747,3019.59,32874.8,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-45,186,480.04,18.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,FR,202045,10344,4621,5723,70785,44.7,-1.0999999999999943,20.6,1,100,321783,3214.59,21997.74,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-45,1028,319.47,11,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,GE,202045,22916,7663,15253,176520,33.4,-1.3999999999999986,15.9,1,100,504128,4545.67,35014.92,COVID19Test,,2021-10-11_08-00-56,isoweek,2020-45,149,29.56,0.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
