date,geoRegion,location,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202130,AR,medical_practice,56,location,55445,9157,NA,0.059,5.8999999999999995,18,0.1,16.52,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202131,AR,medical_practice,29,location,55445,9186,NA,0.031,3.1,17.7,0.05,16.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202132,AR,medical_practice,29,location,55445,9215,NA,0.042,4.2,17.5,0.05,16.62,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202133,AR,medical_practice,74,location,55445,9289,NA,0.104,10.4,17.4,0.13,16.75,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202134,AR,medical_practice,124,location,55445,9413,NA,0.101,10.100000000000001,17.299999999999997,0.22,16.98,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202135,AR,medical_practice,105,location,55445,9518,NA,0.148,14.799999999999999,17.2,0.19,17.17,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202136,AR,medical_practice,45,location,55445,9563,NA,0.029,2.9000000000000004,16.8,0.08,17.25,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202137,AR,medical_practice,75,location,55445,9638,NA,0.05,5,16.5,0.14,17.38,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202138,AR,medical_practice,254,location,55445,9892,NA,0.142,14.2,16.5,0.46,17.84,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202139,AR,medical_practice,135,location,55445,10027,NA,0.137,13.700000000000001,16.400000000000002,0.24,18.08,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202140,AR,medical_practice,65,location,55445,10092,NA,0.047,4.7,16.2,0.12,18.2,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202052,AR,pharmacy,0,location,55445,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202053,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202101,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202102,AR,pharmacy,0,location,55445,0,NA,NA,NA,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202103,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202104,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202105,AR,pharmacy,0,location,55445,0,NA,NA,NA,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202106,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202107,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202108,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202109,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202110,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202111,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202112,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202113,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202114,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202115,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202116,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202117,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202118,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202119,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202120,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202121,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202122,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202123,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202124,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202125,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202126,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202127,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202128,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202129,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202130,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202131,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202132,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202133,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202134,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202135,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202136,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202137,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202138,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202139,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202140,AR,pharmacy,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202052,AR,hospital,0,location,55445,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202053,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202101,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202102,AR,hospital,0,location,55445,0,NA,NA,NA,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202103,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202104,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202105,AR,hospital,0,location,55445,0,NA,NA,NA,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202106,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202107,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202108,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202109,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202110,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202111,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202112,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202113,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202114,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202115,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202116,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202117,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202118,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202119,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202120,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202121,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202122,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202123,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202124,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202125,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202126,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202127,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202128,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202129,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202130,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202131,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202132,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202133,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202134,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202135,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202136,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202137,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202138,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202139,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202140,AR,hospital,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202052,AR,other,0,location,55445,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202053,AR,other,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202101,AR,other,0,location,55445,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202102,AR,other,0,location,55445,0,NA,NA,NA,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202103,AR,other,3,location,55445,3,NA,0.002,0.2,0.1,0.01,0.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202104,AR,other,24,location,55445,27,NA,0.014,1.4000000000000001,0.7000000000000001,0.04,0.05,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202105,AR,other,0,location,55445,27,NA,NA,NA,0.7000000000000001,0,0.05,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202106,AR,other,3,location,55445,30,NA,0.012,1.2,0.7000000000000001,0.01,0.05,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202107,AR,other,3,location,55445,33,NA,0.002,0.2,0.6,0.01,0.06,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202108,AR,other,0,location,55445,33,NA,0,0,0.5,0,0.06,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202109,AR,other,0,location,55445,33,NA,0,0,0.5,0,0.06,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202110,AR,other,0,location,55445,33,NA,0,0,0.5,0,0.06,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202111,AR,other,0,location,55445,33,NA,0,0,0.4,0,0.06,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202112,AR,other,1,location,55445,34,NA,0.001,0.1,0.3,0,0.06,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202113,AR,other,0,location,55445,34,NA,0,0,0.3,0,0.06,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202114,AR,other,5,location,55445,39,NA,0.003,0.3,0.3,0.01,0.07,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202115,AR,other,0,location,55445,39,NA,0,0,0.3,0,0.07,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202116,AR,other,1,location,55445,40,NA,0.001,0.1,0.2,0,0.07,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202117,AR,other,1,location,55445,41,NA,0,0,0.2,0,0.07,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202118,AR,other,5,location,55445,46,NA,0.002,0.2,0.2,0.01,0.08,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202119,AR,other,361,location,55445,407,NA,0.119,11.899999999999999,1.7000000000000002,0.65,0.73,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202120,AR,other,100,location,55445,507,NA,0.03,3,1.7999999999999998,0.18,0.91,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202121,AR,other,0,location,55445,507,NA,0,0,1.7000000000000002,0,0.91,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202122,AR,other,0,location,55445,507,NA,0,0,1.5,0,0.91,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202123,AR,other,320,location,55445,827,NA,0.097,9.700000000000001,2.1999999999999997,0.58,1.49,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202124,AR,other,101,location,55445,928,NA,0.031,3.1,2.3,0.18,1.67,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202125,AR,other,22,location,55445,950,NA,0.008,0.8,2.1999999999999997,0.04,1.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202126,AR,other,0,location,55445,950,NA,0,0,2.1,0,1.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202127,AR,other,1,location,55445,951,NA,0,0,2,0,1.72,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202128,AR,other,0,location,55445,951,NA,0,0,1.9,0,1.72,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202129,AR,other,0,location,55445,951,NA,0,0,1.9,0,1.72,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202130,AR,other,0,location,55445,951,NA,0,0,1.9,0,1.72,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202131,AR,other,2,location,55445,953,NA,0.002,0.2,1.7999999999999998,0,1.72,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202132,AR,other,0,location,55445,953,NA,0,0,1.7999999999999998,0,1.72,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202133,AR,other,0,location,55445,953,NA,0,0,1.7999999999999998,0,1.72,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202134,AR,other,0,location,55445,953,NA,0,0,1.7000000000000002,0,1.72,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202135,AR,other,0,location,55445,953,NA,0,0,1.7000000000000002,0,1.72,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202136,AR,other,2,location,55445,955,NA,0.001,0.1,1.7000000000000002,0,1.72,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202137,AR,other,13,location,55445,968,NA,0.009,0.8999999999999999,1.7000000000000002,0.02,1.75,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202138,AR,other,0,location,55445,968,NA,0,0,1.6,0,1.75,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202139,AR,other,0,location,55445,968,NA,0,0,1.6,0,1.75,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202140,AR,other,21,location,55445,989,NA,0.015,1.5,1.6,0.04,1.78,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202052,BE,vaccination_centre,0,location,1039474,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202053,BE,vaccination_centre,0,location,1039474,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202101,BE,vaccination_centre,0,location,1039474,0,NA,NA,NA,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202102,BE,vaccination_centre,4419,location,1039474,4419,NA,1,100,100,0.43,0.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202103,BE,vaccination_centre,9917,location,1039474,14336,NA,0.996,99.6,99.7,0.95,1.38,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202104,BE,vaccination_centre,10083,location,1039474,24419,NA,0.998,99.8,99.8,0.97,2.35,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202105,BE,vaccination_centre,10982,location,1039474,35401,NA,0.997,99.7,99.7,1.06,3.41,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202106,BE,vaccination_centre,13606,location,1039474,49007,NA,0.871,87.1,95.89999999999999,1.31,4.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202107,BE,vaccination_centre,13462,location,1039474,62469,NA,0.644,64.4,86.8,1.3,6.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202108,BE,vaccination_centre,13642,location,1039474,76111,NA,0.852,85.2,86.5,1.31,7.32,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202109,BE,vaccination_centre,15048,location,1039474,91159,NA,0.929,92.9,87.5,1.45,8.77,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202110,BE,vaccination_centre,19079,location,1039474,110238,NA,0.802,80.2,86.1,1.84,10.61,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202111,BE,vaccination_centre,15104,location,1039474,125342,NA,0.661,66.10000000000001,83.1,1.45,12.06,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202112,BE,vaccination_centre,12323,location,1039474,137665,NA,0.786,78.60000000000001,82.69999999999999,1.19,13.24,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202113,BE,vaccination_centre,15464,location,1039474,153129,NA,0.842,84.2,82.8,1.49,14.73,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202114,BE,vaccination_centre,25058,location,1039474,178187,NA,0.842,84.2,83,2.41,17.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202115,BE,vaccination_centre,34115,location,1039474,212302,NA,0.857,85.7,83.39999999999999,3.28,20.42,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202116,BE,vaccination_centre,36642,location,1039474,248944,NA,0.867,86.7,83.89999999999999,3.53,23.95,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202117,BE,vaccination_centre,43023,location,1039474,291967,NA,0.799,79.9,83.3,4.14,28.09,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202118,BE,vaccination_centre,49419,location,1039474,341386,NA,0.748,74.8,81.89999999999999,4.75,32.84,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202119,BE,vaccination_centre,53754,location,1039474,395140,NA,0.789,78.9,81.5,5.17,38.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202120,BE,vaccination_centre,51322,location,1039474,446462,NA,0.715,71.5,80.2,4.94,42.95,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202121,BE,vaccination_centre,49017,location,1039474,495479,NA,0.694,69.39999999999999,79,4.72,47.67,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202122,BE,vaccination_centre,51761,location,1039474,547240,NA,0.657,65.7,77.5,4.98,52.65,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202123,BE,vaccination_centre,57844,location,1039474,605084,NA,0.713,71.3,76.9,5.56,58.21,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202124,BE,vaccination_centre,55313,location,1039474,660397,NA,0.7,70,76.2,5.32,63.53,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202125,BE,vaccination_centre,31726,location,1039474,692123,NA,0.624,62.4,75.5,3.05,66.58,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202126,BE,vaccination_centre,26776,location,1039474,718899,NA,0.603,60.3,74.8,2.58,69.16,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202127,BE,vaccination_centre,34504,location,1039474,753403,NA,0.709,70.89999999999999,74.6,3.32,72.48,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202128,BE,vaccination_centre,38046,location,1039474,791449,NA,0.779,77.9,74.7,3.66,76.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202129,BE,vaccination_centre,24015,location,1039474,815464,NA,0.759,75.9,74.8,2.31,78.45,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202130,BE,vaccination_centre,16910,location,1039474,832374,NA,0.736,73.6,74.7,1.63,80.08,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202131,BE,vaccination_centre,13735,location,1039474,846109,NA,0.737,73.7,74.7,1.32,81.4,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202132,BE,vaccination_centre,13990,location,1039474,860099,NA,0.732,73.2,74.7,1.35,82.74,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202133,BE,vaccination_centre,15989,location,1039474,876088,NA,0.776,77.60000000000001,74.8,1.54,84.28,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202134,BE,vaccination_centre,16752,location,1039474,892840,NA,0.789,78.9,74.8,1.61,85.89,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202135,BE,vaccination_centre,7758,location,1039474,900598,NA,0.521,52.1,74.5,0.75,86.64,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202136,BE,vaccination_centre,9838,location,1039474,910436,NA,0.482,48.199999999999996,74.1,0.95,87.59,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202137,BE,vaccination_centre,10917,location,1039474,921353,NA,0.413,41.3,73.4,1.05,88.64,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202138,BE,vaccination_centre,10261,location,1039474,931614,NA,0.412,41.199999999999996,72.8,0.99,89.62,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202139,BE,vaccination_centre,6136,location,1039474,937750,NA,0.415,41.5,72.39999999999999,0.59,90.21,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202140,BE,vaccination_centre,6092,location,1039474,943842,NA,0.33,33,71.89999999999999,0.59,90.8,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202052,BE,nursing_home,0,location,1039474,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202053,BE,nursing_home,0,location,1039474,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202101,BE,nursing_home,0,location,1039474,0,NA,NA,NA,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202102,BE,nursing_home,1,location,1039474,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202103,BE,nursing_home,4,location,1039474,5,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202104,BE,nursing_home,0,location,1039474,5,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202105,BE,nursing_home,1,location,1039474,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202106,BE,nursing_home,1482,location,1039474,1488,NA,0.095,9.5,2.9000000000000004,0.14,0.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202107,BE,nursing_home,5812,location,1039474,7300,NA,0.278,27.800000000000004,10.100000000000001,0.56,0.7,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202108,BE,nursing_home,1615,location,1039474,8915,NA,0.101,10.100000000000001,10.100000000000001,0.16,0.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202109,BE,nursing_home,778,location,1039474,9693,NA,0.048,4.8,9.3,0.07,0.93,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202110,BE,nursing_home,4144,location,1039474,13837,NA,0.174,17.4,10.8,0.4,1.33,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202111,BE,nursing_home,5823,location,1039474,19660,NA,0.255,25.5,13,0.56,1.89,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202112,BE,nursing_home,2111,location,1039474,21771,NA,0.135,13.5,13.100000000000001,0.2,2.09,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202113,BE,nursing_home,1035,location,1039474,22806,NA,0.056,5.6000000000000005,12.3,0.1,2.19,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202114,BE,nursing_home,3100,location,1039474,25906,NA,0.104,10.4,12.1,0.3,2.49,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
