date,altersklasse_covid19,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,geoRegion,type,type_variant,vaccine,data_completeness,version
202107,60 - 69,partially_vaccinated,2,6,34622,5.78,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202107,60 - 69,not_vaccinated,28,91,902883,3.1,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202107,60 - 69,unknown,599,2628,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202107,70 - 79,fully_vaccinated,2,4,48985,4.08,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202107,70 - 79,partially_vaccinated,3,14,92267,3.25,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202107,70 - 79,not_vaccinated,25,105,583651,4.28,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202107,70 - 79,unknown,333,1467,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202107,80+,fully_vaccinated,3,7,70314,4.27,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202107,80+,partially_vaccinated,17,64,120614,14.09,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202107,80+,not_vaccinated,36,202,264270,13.62,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202107,80+,unknown,299,1504,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202107,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202107,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202107,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202107,Unbekannt,unknown,1,3,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
