date,geoRegion,altersklasse_covid19,entries,type_variant,age_group_type,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202128,BS,30 - 39,2629,altersklasse_covid19,age_group_AKL10,33539,36748,7.84,109.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.342,34.2
202129,BS,30 - 39,2243,altersklasse_covid19,age_group_AKL10,33539,38991,6.69,116.26,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.256,25.6
202130,BS,30 - 39,1351,altersklasse_covid19,age_group_AKL10,33539,40342,4.03,120.28,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.277,27.700000000000003
202131,BS,30 - 39,1323,altersklasse_covid19,age_group_AKL10,33539,41665,3.94,124.23,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.248,24.8
202132,BS,30 - 39,672,altersklasse_covid19,age_group_AKL10,33539,42337,2,126.23,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.23,23
202133,BS,30 - 39,840,altersklasse_covid19,age_group_AKL10,33539,43177,2.5,128.74,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.226,22.6
202134,BS,30 - 39,905,altersklasse_covid19,age_group_AKL10,33539,44082,2.7,131.44,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.218,21.8
202135,BS,30 - 39,1022,altersklasse_covid19,age_group_AKL10,33539,45104,3.05,134.48,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.221,22.1
202136,BS,30 - 39,900,altersklasse_covid19,age_group_AKL10,33539,46004,2.68,137.17,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.211,21.099999999999998
202137,BS,30 - 39,1368,altersklasse_covid19,age_group_AKL10,33539,47372,4.08,141.24,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.222,22.2
202138,BS,30 - 39,1065,altersklasse_covid19,age_group_AKL10,33539,48437,3.18,144.42,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.226,22.6
202139,BS,30 - 39,1017,altersklasse_covid19,age_group_AKL10,33539,49454,3.03,147.45,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.221,22.1
202140,BS,30 - 39,932,altersklasse_covid19,age_group_AKL10,33539,50386,2.78,150.23,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.22,22
202052,BS,40 - 49,0,altersklasse_covid19,age_group_AKL10,26859,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,NA,NA
202053,BS,40 - 49,22,altersklasse_covid19,age_group_AKL10,26859,22,0.08,0.08,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.01,1
202101,BS,40 - 49,24,altersklasse_covid19,age_group_AKL10,26859,46,0.09,0.17,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.014,1.4000000000000001
202102,BS,40 - 49,86,altersklasse_covid19,age_group_AKL10,26859,132,0.32,0.49,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.026,2.6
202103,BS,40 - 49,131,altersklasse_covid19,age_group_AKL10,26859,263,0.49,0.98,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.032,3.2
202104,BS,40 - 49,91,altersklasse_covid19,age_group_AKL10,26859,354,0.34,1.32,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.034,3.4000000000000004
202105,BS,40 - 49,11,altersklasse_covid19,age_group_AKL10,26859,365,0.04,1.36,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.014,1.4000000000000001
202106,BS,40 - 49,96,altersklasse_covid19,age_group_AKL10,26859,461,0.36,1.72,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.023,2.3
202107,BS,40 - 49,111,altersklasse_covid19,age_group_AKL10,26859,572,0.41,2.13,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.061,6.1
202108,BS,40 - 49,76,altersklasse_covid19,age_group_AKL10,26859,648,0.28,2.41,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.032,3.2
202109,BS,40 - 49,74,altersklasse_covid19,age_group_AKL10,26859,722,0.28,2.69,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.025,2.5
202110,BS,40 - 49,54,altersklasse_covid19,age_group_AKL10,26859,776,0.2,2.89,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.025,2.5
202111,BS,40 - 49,41,altersklasse_covid19,age_group_AKL10,26859,817,0.15,3.04,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.057,5.7
202112,BS,40 - 49,374,altersklasse_covid19,age_group_AKL10,26859,1191,1.39,4.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.091,9.1
202113,BS,40 - 49,312,altersklasse_covid19,age_group_AKL10,26859,1503,1.16,5.6,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.067,6.7
202114,BS,40 - 49,271,altersklasse_covid19,age_group_AKL10,26859,1774,1.01,6.6,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.097,9.700000000000001
202115,BS,40 - 49,523,altersklasse_covid19,age_group_AKL10,26859,2297,1.95,8.55,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.133,13.3
202116,BS,40 - 49,810,altersklasse_covid19,age_group_AKL10,26859,3107,3.02,11.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.072,7.199999999999999
202117,BS,40 - 49,1145,altersklasse_covid19,age_group_AKL10,26859,4252,4.26,15.83,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.114,11.4
202118,BS,40 - 49,1914,altersklasse_covid19,age_group_AKL10,26859,6166,7.13,22.96,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.175,17.5
202119,BS,40 - 49,972,altersklasse_covid19,age_group_AKL10,26859,7138,3.62,26.58,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.07,7.000000000000001
202120,BS,40 - 49,2116,altersklasse_covid19,age_group_AKL10,26859,9254,7.88,34.45,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.139,13.900000000000002
202121,BS,40 - 49,2771,altersklasse_covid19,age_group_AKL10,26859,12025,10.32,44.77,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.18,18
202122,BS,40 - 49,5228,altersklasse_covid19,age_group_AKL10,26859,17253,19.46,64.24,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.258,25.8
202123,BS,40 - 49,1314,altersklasse_covid19,age_group_AKL10,26859,18567,4.89,69.13,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.095,9.5
202124,BS,40 - 49,3419,altersklasse_covid19,age_group_AKL10,26859,21986,12.73,81.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.258,25.8
202125,BS,40 - 49,3471,altersklasse_covid19,age_group_AKL10,26859,25457,12.92,94.78,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.231,23.1
202126,BS,40 - 49,4352,altersklasse_covid19,age_group_AKL10,26859,29809,16.2,110.98,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.284,28.4
202127,BS,40 - 49,1256,altersklasse_covid19,age_group_AKL10,26859,31065,4.68,115.66,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.203,20.3
202128,BS,40 - 49,2026,altersklasse_covid19,age_group_AKL10,26859,33091,7.54,123.2,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.264,26.400000000000002
202129,BS,40 - 49,1788,altersklasse_covid19,age_group_AKL10,26859,34879,6.66,129.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.204,20.4
202130,BS,40 - 49,932,altersklasse_covid19,age_group_AKL10,26859,35811,3.47,133.33,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.191,19.1
202131,BS,40 - 49,999,altersklasse_covid19,age_group_AKL10,26859,36810,3.72,137.05,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.187,18.7
202132,BS,40 - 49,554,altersklasse_covid19,age_group_AKL10,26859,37364,2.06,139.11,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.19,19
202133,BS,40 - 49,718,altersklasse_covid19,age_group_AKL10,26859,38082,2.67,141.78,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.193,19.3
202134,BS,40 - 49,769,altersklasse_covid19,age_group_AKL10,26859,38851,2.86,144.65,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.185,18.5
202135,BS,40 - 49,787,altersklasse_covid19,age_group_AKL10,26859,39638,2.93,147.58,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.17,17
202136,BS,40 - 49,664,altersklasse_covid19,age_group_AKL10,26859,40302,2.47,150.05,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.156,15.6
202137,BS,40 - 49,1056,altersklasse_covid19,age_group_AKL10,26859,41358,3.93,153.98,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.171,17.1
202138,BS,40 - 49,794,altersklasse_covid19,age_group_AKL10,26859,42152,2.96,156.94,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.168,16.8
202139,BS,40 - 49,732,altersklasse_covid19,age_group_AKL10,26859,42884,2.73,159.66,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.159,15.9
202140,BS,40 - 49,657,altersklasse_covid19,age_group_AKL10,26859,43541,2.45,162.11,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.155,15.5
202052,BS,50 - 59,0,altersklasse_covid19,age_group_AKL10,27696,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,NA,NA
202053,BS,50 - 59,44,altersklasse_covid19,age_group_AKL10,27696,44,0.16,0.16,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.02,2
202101,BS,50 - 59,60,altersklasse_covid19,age_group_AKL10,27696,104,0.22,0.38,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.036,3.5999999999999996
202102,BS,50 - 59,173,altersklasse_covid19,age_group_AKL10,27696,277,0.62,1,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.052,5.2
202103,BS,50 - 59,203,altersklasse_covid19,age_group_AKL10,27696,480,0.73,1.73,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.05,5
202104,BS,50 - 59,162,altersklasse_covid19,age_group_AKL10,27696,642,0.58,2.32,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.061,6.1
202105,BS,50 - 59,17,altersklasse_covid19,age_group_AKL10,27696,659,0.06,2.38,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.021,2.1
202106,BS,50 - 59,206,altersklasse_covid19,age_group_AKL10,27696,865,0.74,3.12,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.049,4.9
202107,BS,50 - 59,138,altersklasse_covid19,age_group_AKL10,27696,1003,0.5,3.62,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.076,7.6
202108,BS,50 - 59,140,altersklasse_covid19,age_group_AKL10,27696,1143,0.51,4.13,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.06,6
202109,BS,50 - 59,102,altersklasse_covid19,age_group_AKL10,27696,1245,0.37,4.5,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.034,3.4000000000000004
202110,BS,50 - 59,98,altersklasse_covid19,age_group_AKL10,27696,1343,0.35,4.85,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.046,4.6
202111,BS,50 - 59,44,altersklasse_covid19,age_group_AKL10,27696,1387,0.16,5.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.061,6.1
202112,BS,50 - 59,569,altersklasse_covid19,age_group_AKL10,27696,1956,2.05,7.06,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.138,13.8
202113,BS,50 - 59,604,altersklasse_covid19,age_group_AKL10,27696,2560,2.18,9.24,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.13,13
202114,BS,50 - 59,360,altersklasse_covid19,age_group_AKL10,27696,2920,1.3,10.54,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.128,12.8
202115,BS,50 - 59,531,altersklasse_covid19,age_group_AKL10,27696,3451,1.92,12.46,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.135,13.5
202116,BS,50 - 59,1490,altersklasse_covid19,age_group_AKL10,27696,4941,5.38,17.84,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.133,13.3
202117,BS,50 - 59,2022,altersklasse_covid19,age_group_AKL10,27696,6963,7.3,25.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.201,20.1
202118,BS,50 - 59,2544,altersklasse_covid19,age_group_AKL10,27696,9507,9.19,34.33,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.233,23.3
202119,BS,50 - 59,6339,altersklasse_covid19,age_group_AKL10,27696,15846,22.89,57.21,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.456,45.6
202120,BS,50 - 59,2786,altersklasse_covid19,age_group_AKL10,27696,18632,10.06,67.27,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.184,18.4
202121,BS,50 - 59,3208,altersklasse_covid19,age_group_AKL10,27696,21840,11.58,78.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.208,20.8
202122,BS,50 - 59,2430,altersklasse_covid19,age_group_AKL10,27696,24270,8.77,87.63,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.12,12
202123,BS,50 - 59,5994,altersklasse_covid19,age_group_AKL10,27696,30264,21.64,109.27,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.435,43.5
202124,BS,50 - 59,2048,altersklasse_covid19,age_group_AKL10,27696,32312,7.39,116.67,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.154,15.4
202125,BS,50 - 59,3017,altersklasse_covid19,age_group_AKL10,27696,35329,10.89,127.56,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.201,20.1
202126,BS,50 - 59,1057,altersklasse_covid19,age_group_AKL10,27696,36386,3.82,131.38,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.069,6.9
202127,BS,50 - 59,643,altersklasse_covid19,age_group_AKL10,27696,37029,2.32,133.7,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.104,10.4
202128,BS,50 - 59,572,altersklasse_covid19,age_group_AKL10,27696,37601,2.07,135.76,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.074,7.3999999999999995
202129,BS,50 - 59,1468,altersklasse_covid19,age_group_AKL10,27696,39069,5.3,141.06,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.168,16.8
202130,BS,50 - 59,691,altersklasse_covid19,age_group_AKL10,27696,39760,2.49,143.56,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.142,14.2
202131,BS,50 - 59,698,altersklasse_covid19,age_group_AKL10,27696,40458,2.52,146.08,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.131,13.100000000000001
202132,BS,50 - 59,420,altersklasse_covid19,age_group_AKL10,27696,40878,1.52,147.6,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.144,14.399999999999999
202133,BS,50 - 59,485,altersklasse_covid19,age_group_AKL10,27696,41363,1.75,149.35,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.13,13
202134,BS,50 - 59,571,altersklasse_covid19,age_group_AKL10,27696,41934,2.06,151.41,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.138,13.8
202135,BS,50 - 59,574,altersklasse_covid19,age_group_AKL10,27696,42508,2.07,153.48,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.124,12.4
202136,BS,50 - 59,444,altersklasse_covid19,age_group_AKL10,27696,42952,1.6,155.08,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.104,10.4
202137,BS,50 - 59,790,altersklasse_covid19,age_group_AKL10,27696,43742,2.85,157.94,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.128,12.8
202138,BS,50 - 59,634,altersklasse_covid19,age_group_AKL10,27696,44376,2.29,160.23,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.134,13.4
202139,BS,50 - 59,571,altersklasse_covid19,age_group_AKL10,27696,44947,2.06,162.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.124,12.4
202140,BS,50 - 59,479,altersklasse_covid19,age_group_AKL10,27696,45426,1.73,164.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.113,11.3
202052,BS,60 - 69,0,altersklasse_covid19,age_group_AKL10,20767,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,NA,NA
202053,BS,60 - 69,594,altersklasse_covid19,age_group_AKL10,20767,594,2.86,2.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.271,27.1
202101,BS,60 - 69,209,altersklasse_covid19,age_group_AKL10,20767,803,1.01,3.87,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.126,12.6
202102,BS,60 - 69,384,altersklasse_covid19,age_group_AKL10,20767,1187,1.85,5.72,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.115,11.5
202103,BS,60 - 69,747,altersklasse_covid19,age_group_AKL10,20767,1934,3.6,9.31,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.182,18.2
202104,BS,60 - 69,271,altersklasse_covid19,age_group_AKL10,20767,2205,1.3,10.62,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.102,10.2
202105,BS,60 - 69,31,altersklasse_covid19,age_group_AKL10,20767,2236,0.15,10.77,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.039,3.9
202106,BS,60 - 69,392,altersklasse_covid19,age_group_AKL10,20767,2628,1.89,12.65,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.093,9.3
202107,BS,60 - 69,148,altersklasse_covid19,age_group_AKL10,20767,2776,0.71,13.37,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.082,8.200000000000001
202108,BS,60 - 69,97,altersklasse_covid19,age_group_AKL10,20767,2873,0.47,13.83,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.041,4.1000000000000005
202109,BS,60 - 69,82,altersklasse_covid19,age_group_AKL10,20767,2955,0.39,14.23,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.028,2.8000000000000003
202110,BS,60 - 69,61,altersklasse_covid19,age_group_AKL10,20767,3016,0.29,14.52,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.029,2.9000000000000004
202111,BS,60 - 69,21,altersklasse_covid19,age_group_AKL10,20767,3037,0.1,14.62,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.029,2.9000000000000004
202112,BS,60 - 69,355,altersklasse_covid19,age_group_AKL10,20767,3392,1.71,16.33,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.086,8.6
202113,BS,60 - 69,471,altersklasse_covid19,age_group_AKL10,20767,3863,2.27,18.6,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.101,10.100000000000001
202114,BS,60 - 69,343,altersklasse_covid19,age_group_AKL10,20767,4206,1.65,20.25,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.122,12.2
202115,BS,60 - 69,202,altersklasse_covid19,age_group_AKL10,20767,4408,0.97,21.23,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.052,5.2
202116,BS,60 - 69,3620,altersklasse_covid19,age_group_AKL10,20767,8028,17.43,38.66,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.323,32.300000000000004
202117,BS,60 - 69,2704,altersklasse_covid19,age_group_AKL10,20767,10732,13.02,51.68,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.269,26.900000000000002
202118,BS,60 - 69,1939,altersklasse_covid19,age_group_AKL10,20767,12671,9.34,61.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.178,17.8
202119,BS,60 - 69,3136,altersklasse_covid19,age_group_AKL10,20767,15807,15.1,76.12,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.225,22.5
202120,BS,60 - 69,4100,altersklasse_covid19,age_group_AKL10,20767,19907,19.74,95.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.27,27
202121,BS,60 - 69,3187,altersklasse_covid19,age_group_AKL10,20767,23094,15.35,111.21,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.207,20.7
202122,BS,60 - 69,1774,altersklasse_covid19,age_group_AKL10,20767,24868,8.54,119.75,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.088,8.799999999999999
202123,BS,60 - 69,3013,altersklasse_covid19,age_group_AKL10,20767,27881,14.51,134.26,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.219,21.9
202124,BS,60 - 69,967,altersklasse_covid19,age_group_AKL10,20767,28848,4.66,138.91,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.073,7.3
202125,BS,60 - 69,1330,altersklasse_covid19,age_group_AKL10,20767,30178,6.4,145.32,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.089,8.9
202126,BS,60 - 69,430,altersklasse_covid19,age_group_AKL10,20767,30608,2.07,147.39,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.028,2.8000000000000003
202127,BS,60 - 69,356,altersklasse_covid19,age_group_AKL10,20767,30964,1.71,149.1,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.058,5.800000000000001
202128,BS,60 - 69,264,altersklasse_covid19,age_group_AKL10,20767,31228,1.27,150.37,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.034,3.4000000000000004
202129,BS,60 - 69,599,altersklasse_covid19,age_group_AKL10,20767,31827,2.88,153.26,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.068,6.800000000000001
202130,BS,60 - 69,265,altersklasse_covid19,age_group_AKL10,20767,32092,1.28,154.53,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.054,5.4
202131,BS,60 - 69,389,altersklasse_covid19,age_group_AKL10,20767,32481,1.87,156.41,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.073,7.3
202132,BS,60 - 69,200,altersklasse_covid19,age_group_AKL10,20767,32681,0.96,157.37,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.068,6.800000000000001
202133,BS,60 - 69,250,altersklasse_covid19,age_group_AKL10,20767,32931,1.2,158.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.067,6.7
202134,BS,60 - 69,271,altersklasse_covid19,age_group_AKL10,20767,33202,1.3,159.88,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.065,6.5
202135,BS,60 - 69,324,altersklasse_covid19,age_group_AKL10,20767,33526,1.56,161.44,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.07,7.000000000000001
202136,BS,60 - 69,226,altersklasse_covid19,age_group_AKL10,20767,33752,1.09,162.53,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.053,5.3
202137,BS,60 - 69,393,altersklasse_covid19,age_group_AKL10,20767,34145,1.89,164.42,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.064,6.4
202138,BS,60 - 69,314,altersklasse_covid19,age_group_AKL10,20767,34459,1.51,165.93,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.067,6.7
202139,BS,60 - 69,307,altersklasse_covid19,age_group_AKL10,20767,34766,1.48,167.41,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.067,6.7
202140,BS,60 - 69,256,altersklasse_covid19,age_group_AKL10,20767,35022,1.23,168.64,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.061,6.1
202052,BS,70 - 79,0,altersklasse_covid19,age_group_AKL10,16111,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,NA,NA
202053,BS,70 - 79,1000,altersklasse_covid19,age_group_AKL10,16111,1000,6.21,6.21,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.456,45.6
202101,BS,70 - 79,628,altersklasse_covid19,age_group_AKL10,16111,1628,3.9,10.1,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.379,37.9
202102,BS,70 - 79,1157,altersklasse_covid19,age_group_AKL10,16111,2785,7.18,17.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.347,34.699999999999996
202103,BS,70 - 79,1437,altersklasse_covid19,age_group_AKL10,16111,4222,8.92,26.21,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.351,35.099999999999994
202104,BS,70 - 79,781,altersklasse_covid19,age_group_AKL10,16111,5003,4.85,31.05,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.294,29.4
202105,BS,70 - 79,239,altersklasse_covid19,age_group_AKL10,16111,5242,1.48,32.54,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.298,29.799999999999997
202106,BS,70 - 79,1553,altersklasse_covid19,age_group_AKL10,16111,6795,9.64,42.18,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.367,36.7
202107,BS,70 - 79,405,altersklasse_covid19,age_group_AKL10,16111,7200,2.51,44.69,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.224,22.400000000000002
202108,BS,70 - 79,661,altersklasse_covid19,age_group_AKL10,16111,7861,4.1,48.79,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.283,28.299999999999997
202109,BS,70 - 79,929,altersklasse_covid19,age_group_AKL10,16111,8790,5.77,54.56,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.313,31.3
202110,BS,70 - 79,718,altersklasse_covid19,age_group_AKL10,16111,9508,4.46,59.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.339,33.900000000000006
202111,BS,70 - 79,241,altersklasse_covid19,age_group_AKL10,16111,9749,1.5,60.51,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.336,33.6
202112,BS,70 - 79,1037,altersklasse_covid19,age_group_AKL10,16111,10786,6.44,66.95,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.251,25.1
202113,BS,70 - 79,1131,altersklasse_covid19,age_group_AKL10,16111,11917,7.02,73.97,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.243,24.3
202114,BS,70 - 79,553,altersklasse_covid19,age_group_AKL10,16111,12470,3.43,77.4,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.197,19.7
202115,BS,70 - 79,783,altersklasse_covid19,age_group_AKL10,16111,13253,4.86,82.26,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.2,20
202116,BS,70 - 79,3306,altersklasse_covid19,age_group_AKL10,16111,16559,20.52,102.78,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.295,29.5
202117,BS,70 - 79,1902,altersklasse_covid19,age_group_AKL10,16111,18461,11.81,114.59,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.189,18.9
